"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Charles Mingus",1523,"0.0353","0.209","0.0937","0.356","0.096","-16.64","86.669","Goodbye Pork Pie Hat"
"Grace Kelly",1524,"0.0415","0.107","0.0562","0.385","0.532","-14.812","116.666","Ballad for MC"
"John Moulder",1525,"0.037","0.119","0.144","0.4","0.878","-15.52","120.329","Soul in Twilight"
"Ben Wolfe",1526,"0.0312","0.105","0.0709","0.296","0.804","-14.832","95.028","So Lovely"
"Ellie & The Bunch",1527,"0.0293","0.127","0.136","0.425","0.921","-17.382","168.527","The Sweetest Nighlife"
"Enrico Pieranunzi",1528,"0.0351","0.103","0.146","0.479","0.692","-14.319","111.643","I Got It Bad"
"The Hot Sardines",1529,"0.0297","0.0984","0.0753","0.466","0.927","-18.864","87.791","Gramercy Sunset"
"Passport Quartet",1530,"0.0335","0.125","0.0295","0.371","0.937","-22.038","82.313","I'm a Fool to Want You"
"Bill Charlap",1531,"0.0342","0.0792","0.0302","0.317","0.298","-30.447","47.859","I Was So Young. and You Were So Beautiful"
"Stanley Turrentine",1532,"0.0336","0.218","0.159","0.505","0.0127","-11.235","59.385","Journey Into Melody - 2007 Digital Remaster"
"Bill Mobley",1533,"0.0325","0.258","0.249","0.55","0.828","-15.919","121.37","I'm Glad There Is You"
"Phil Woods",1534,"0.0399","0.104","0.156","0.47","0.187","-17.036","118.176","Blue Ballad"
"Joshua Redman",1535,"0.0707","0.654","0.163","0.447","0.776","-14.835","74.933","The Nearness of You"
"Mulgrew Miller",1536,"0.0374","0.131","0.223","0.445","0.884","-17.402","110.821","It Never Entered my Mind"
"Miles Davis",1537,"0.0374","0.0978","0.0161","0.421","0.0021","-25.358","110.926","Blue in Green"
"Wynton Marsalis",1538,"0.0393","0.281","0.0575","0.326","0.887","-16.5","127.397","Where or When"
"Seamus Blake",1539,"0.0368","0.105","0.242","0.446","0.497","-14.152","126.681","Count Your Blessings"
"Scott Hamilton",1540,"0.0411","0.114","0.17","0.526","0.777","-13.089","117.414","Good Morning Heartache"
"Marcus Gilmore",1541,"0.0397","0.121","0.0978","0.445","0.915","-26.924","117.283","Two Sleepy People"
"Beegie Adair",1542,"0.0329","0.112","0.148","0.533","0.932","-18.275","63.637","Can't Help Loving"
"Bill Charlap",1543,"0.033","0.0973","0.131","0.383","0.194","-17.764","98.606","The Nearness Of You"
"McCoy Tyner",1544,"0.0446","0.0978","0.117","0.569","0.852","-22.741","60.483","When Sunny Gets Blue"
"Julian Dash",1545,"0.0459","0.115","0.0291","0.484","0.474","-23.363","98.434","Blue and Sentimental"
"Jan Lundgren Trio",1546,"0.0421","0.178","0.0354","0.388","0.956","-25.766","143.514","Almas vaggvisa"
"Kenny Garrett",1547,"0.0333","0.0839","0.114","0.364","0.635","-16.552","117.715","Before It's Time To Say Goodbye"
"Lou Donaldson",1548,"0.0468","0.114","0.0678","0.539","0.168","-18.039","124.105","Autumn Nocturne"
"Hank Jones",1549,"0.0374","0.0948","0.0437","0.45","0.88","-29.46","63.938","Eleanor"
"Tommy Flanagan. Ron Carter & Tony Williams",1550,"0.0572","0.189","0.125","0.386","0.878","-19.892","78.553","Angel Eyes"
"Dan Cray Trio",1551,"0.035","0.0957","0.105","0.42","0.587","-20.502","99.873","Good Morning.Goodbye"
"Ibrahim Maalouf",1552,"0.032","0.169","0.212","0.428","0.73","-15.442","98.096","Doubts 2"
"Nicholas Payton",1553,"0.033","0.0775","0.156","0.32","0.904","-12.258","159.618","The Last Goodbye"
"Brad Mehldau Trio",1554,"0.0414","0.064","0.0416","0.411","0.925","-23.23","97.96","Where Do You Start"
"Marcus Roberts",1555,"0.0497","0.102","0.0748","0.52","0.633","-24.477","107.327","The Man I Love"
"Bill Evans",1556,"0.04","0.135","0.0802","0.42","0.857","-21.795","122.041","Gary's Theme - Remastered"
"Roy Hargrove",1557,"0.0347","0.115","0.307","0.399","0.623","-14.38","116.308","Trust"
"Joshua Redman",1558,"0.034","0.168","0.3","0.428","0.658","-8.885","122.667","The Folks Who Live on the Hill"
"Bob Berg",1559,"0.0346","0.0975","0.158","0.423","0.0075","-15.59","106.974","All The Way"
"Joe Lovano",1560,"0.0386","0.111","0.328","0.336","0.732","-15.005","184.007","Emperor Jones - Instrumental"
"Christian Scott",1561,"0.0365","0.0979","0.216","0.257","0.134","-16.266","65.125","Isadora"
"Lee Morgan",1562,"0.045","0.0688","0.14","0.368","0.874","-15.005","61.758","I Remember Clifford"
"Jacky Terrasson",1563,"0.0449","0.241","0.118","0.323","0.694","-22.751","79.554","Sous le Ciel de Paris"
"Art Pepper",1564,"0.0858","0.109","0.0935","0.575","0.452","-15.906","65.23","You Go To My Head"
"Branford Marsalis",1565,"0.0509","0.218","0.0967","0.421","0.415","-16.441","77.401","Gloomy Sunday"
"Johnny Hodges",1566,"0.0352","0.0896","0.16","0.358","0.34","-12.658","179.955","I Didn't Know About You"
"Christian McBride",1567,"0.0354","0.106","0.0861","0.331","0.902","-21.226","107.436","I Have Dreamed"
"Teddy Wilson",1568,"0.0428","0.121","0.12","0.633","0.871","-20.066","115.51","Fools Rush In"
"David Halliday",1569,"0.0399","0.0927","0.0389","0.461","0.015","-20.482","109.374","Dreamsville"
"Xavier Davis",1570,"0.0328","0.194","0.217","0.458","0.805","-16.582","107.506","Old Folks"
"Oscar Peterson Trio",1571,"0.0454","0.0863","0.0532","0.448","0.876","-27.35","99.757","I Got It Bad And That Ain't Good"
"Gene Ammons",1572,"0.0427","0.134","0.0461","0.509","0.911","-10.693","132.709","My Romance"
"Anthony Wonsey Trio",1573,"0.0367","0.0665","0.148","0.386","0.792","-18.921","94.88","The Peacocks"
"Stan Getz",1574,"0.0375","0.123","0.106","0.407","0.0762","-19.078","94.231","A Nightingale Sang In Berkeley Square"
"Ray Bryant",1575,"0.0485","0.115","0.0544","0.384","0.964","-19.791","181.262","A Hundred Dreams from Now"
"Duke Ellington",1576,"0.0361","0.219","0.0814","0.514","0.00873","-17.149","64.97","My Little Brown Book"
"John Mayer",1577,"0.0524","0.101","0.465","0.848","0.0543","-9.029","94.02","Moving On and Getting Over"
"Bay Ledges",1578,"0.0345","0.268","0.616","0.736","2.29E-06","-8.016","101.966","Safe"
"Stalking Gia",1579,"0.192","0.113","0.548","0.865","0.0161","-7.379","109.989","Second Nature"
"Tep No",1580,"0.0467","0.138","0.738","0.677","0.000144","-6.287","98.963","The Best Crew"
"Parcels",1581,"0.0422","0.356","0.587","0.784","0.0107","-6.361","107.999","Hideout"
"Karina Vismara",1582,"0.0424","0.125","0.582","0.534",0,"-6.22","186.346","No Le Digas Que Hacer"
"The Kids Band",1583,"0.0436","0.419","0.301","0.876",0,"-7.866","69.009","Peas Pudding Hot"
"Raffi",1584,"0.181","0.228","0.315","0.718",0,"-13.869","96.981","Biscuits in the Oven"
"The Hipwaders",1585,"0.0327","0.122","0.721","0.498",0,"-6.695","93.31","Jelly Beans"
"Imagination Movers",1586,"0.0483","0.097","0.891","0.89",0,"-5.542","119.993","My Favorite Snack"
"Trout Fishing in America",1587,"0.0566","0.0952","0.355","0.603",0,"-9.624","111.405","Curse of the Spinach"
"Roger Day",1588,"0.158","0.247","0.436","0.567",0,"-9.45","97.206","Mosquito Burrito"
"We Kids Rock",1589,"0.0468","0.329","0.844","0.554","7.27E-06","-7.763","159.119","C'mon Let's Make A Pizza"
"The Kids Band",1590,"0.0368","0.0655","0.511","0.873","1.22E-06","-12.303","127.93","Jelly On A Plate"
"Tumble Tots",1591,"0.108","0.0841","0.256","0.941","1.06E-05","-11.478","110.082","Little Green Apple"
"Trout Fishing in America",1592,"0.129","0.0745","0.288","0.802",0,"-11.372","119.882","Always Chew Your Food"
"Barney",1593,"0.18","0.121","0.578","0.693","1.52E-06","-11.129","78.158","Icy. Creamy Ice Cream"
"Edvard Grieg",1594,"0.0558","0.181","0.0148","0.471","0.934","-33.097","102.271","Lyric Pieces. Book I Op. 12: I. Arietta"
"Franz Schubert",1595,"0.0482","0.148","0.0156","0.277","0.00654","-24.801","117.119","String Quartet No. 4 in C Major. D. 46: II. Andante con moto"
"Robert Schumann",1596,"0.0423","0.073","0.0288","0.333","0.819","-31.367","100.189","8 Fantasiestücke. Op.12 : 1. Des Abends"
"Wilhelm Stenhammar",1597,"0.0414","0.121","0.0539","0.338","0.328","-21.863","103.861","String Quartet No. 5 in C Major. Op. 29. ""Serenade"": II. Ballata: Allegretto scherzando"
"Robert Schumann",1598,"0.0445","0.165","0.023","0.156","0.338","-31.082","140.715","Piano Quartet in E flat. Op.47: 3. Andante cantabile"
"Franz Schubert",1599,"0.0388","0.0673","0.142","0.294","0.912","-20.374","94.296","Piano Sonata No. 18 in G Major. Op. 78. D. 894: IV. Allegretto"
"Carl Philipp Emanuel Bach",1600,"0.0395","0.142","0.0626","0.152","0.00204","-20.947","137.174","Trio Sonata in G Major. Wq. 144: I. Adagio"
"Camille Saint-Saëns",1601,"0.0439","0.101","0.0632","0.236","0.452","-21.189","133.959","Trio No. 2 en Mi Mineur. Op. 92: III. Andante con moto"
"Ludwig van Beethoven",1602,"0.0466","0.132","0.0619","0.173","0.526","-20.788","72.695","String Quintet in C Major. Op. 29: II. Adagio molto espressivo"
"Felix Mendelssohn",1603,"0.0385","0.114","0.0918","0.295","0.884","-22.769","98.939","Viola Sonata in C Minor: III. Andante con variazioni"
"Wahlstedt",1604,"0.0362","0.125","0.867","0.757","0.0992","-2.529","125.962","Magic City"
"MOTi",1605,"0.156","0.119","0.862","0.514","0.171","-6.329","126.112","Livin' 4 Ya"
"Kaskade",1606,"0.0651","0.108","0.83","0.412","0.00739","-4.976","127.894","Last Chance"
"George Acosta",1607,"0.0577","0.688","0.728","0.654","0.404","-8.477","130.006","Nite Time - Ruby & Tony Radio Edit"
"DubVision",1608,"0.0393","0.0903","0.828","0.638",0,"-4.53","122.037","Satellites"
"Breathe Carolina",1609,"0.0614","0.303","0.881","0.591","0.00203","-4.073","128.076","Can't Take It"
"Adrian Lux",1610,"0.0273","0.254","0.732","0.624","0.0142","-6.372","132.025","All Aloud"
"IZECOLD",1611,"0.384","0.266","0.801","0.369",0,"-5.302","128.09","Close"
"Tommy Trash",1612,"0.115","0.22","0.962","0.704","0.128","-3.095","127.997","Cascade - Original Mix"
"Dash Berlin",1613,"0.0743","0.0587","0.878","0.48",0,"-6.59","136.006","Waiting"
"David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello",1614,"0.0354","0.179","0.471","0.707","0.00839","-7.667","125.014","Everytime We Touch"
"Madison Mars",1615,"0.109","0.0614","0.975","0.623","0.16","-2.632","125.94","Milky Way"
"Galantis",1616,"0.0661","0.15","0.871","0.184","0.167","-3.245","127.972","You"
"Chris Lake",1617,"0.0879","0.0316","0.951","0.691","0.0412","-4.989","126.989","La Tromba Risin' (feat. Tasita D'Mour)"
"Adventure Club",1618,"0.0582","0.0673","0.652","0.66",0,"-4.747","127.977","Crash 2.0 (Adventure Club vs. DallasK)"
"John Dahlbäck",1619,"0.0489","0.0633","0.896","0.569","0.958","-3.114","128.083","Raven"
"R3hab",1620,"0.063","0.0998","0.809","0.798","0.0765","-5.898","120.044","Icarus - Black Caviar Remix"
"Steve Angello",1621,"0.112","0.106","0.936","0.539","0.104","-3.803","128.015","Wasted Love (feat. Dougy)"
"Marshmello",1622,"0.0292","0.22","0.748","0.583","0.0241","-4.798","142.029","Summer"
"Flux Pavilion",1623,"0.0661","0.102","0.916","0.56","0.000963","-3.328","144.933","Catch Me (feat. Naaz)"
"Swedish House Mafia",1624,"0.0474","0.0759","0.665","0.507",0,"-7.598","126.879","Save the World - Radio Mix"
"Jack Back",1625,"0.0778","0.0744","0.684","0.703","0.000378","-6.532","126.027","Wild One Two - feat. David Guetta. Nicky Romero & Sia"
"Kaskade",1626,"0.0587","0.596","0.861","0.526","0.732","-5.871","128.032","Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix"
"Sebastian Ingrosso",1627,"0.0458","0.2","0.871","0.412","0.000128","-4.893","125.043","Calling (Lose My Mind) - Radio Edit"
"Porter Robinson",1628,"0.4","0.0682","0.614","0.737","0.0534","-6.001","127.987","Language"
"deadmau5",1629,"0.031","0.163","0.706","0.649","0.831","-7.209","128.032","Strobe - Radio Edit"
"Tim Berg",1630,"0.044","0.0898","0.811","0.49",0,"-2.524","125.965","Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit"
"Martin Garrix",1631,"0.0363","0.377","0.756","0.502","0.769","-6.118","128.125","Poison"
"Afrojack",1632,"0.0918","0.0936","0.81","0.713",0,"-3.353","130.006","Take Over Control - Radio Edit"
"Adrian Lux",1633,"0.0402","0.605","0.913","0.575","0.816","-6.081","128.014","Teenage Crime - Axwell & Henrik B Remode"
"Major Lazer",1634,"0.0664","0.233","0.877","0.747","0.000833","-3.782","107.991","Light It Up (feat. Nyla & Fuse ODG) [Remix]"
"MOTi",1635,"0.0672","0.5","0.81","0.719","0.672","-4.769","126.033","Turn Me Up - ViP Mix"
"Martin Garrix",1636,"0.0343","0.233","0.729","0.509","2.73E-05","-4.773","127.871","Together"
"W&W",1637,"0.0718","0.546","0.94","0.393","0.00264","-3.894","129.958","Whatcha Need"
"Avicii",1638,"0.0344","0.314","0.873","0.605","0.837","-5.938","126.026","Levels - Radio Edit"
"Alan Walker",1639,"0.0306","0.111","0.651","0.589","3.20E-06","-5.097","90.011","Faded"
"Kaskade",1640,"0.036","0.0756","0.771","0.561","0.000151","-5.533","128.025","Move for Me"
"Afrojack",1641,"0.044","0.478","0.898","0.692","0.941","-5.276","127.993","Turn up the Speakers - Radio Edit"
"Above & Beyond",1642,"0.0346","0.111","0.785","0.672","0.127","-4.473","122.999","Counting Down The Days - Yotto Edit"
"Michael Brun",1643,"0.03","0.297","0.721","0.691","0.000562","-6.206","117.021","Summer Dreams"
"Chris Lake Feat. Laura V",1644,"0.119","0.228","0.673","0.841","0.419","-7.361","127.006","Changes - Dirty South Remix"
"Alesso",1645,"0.0651","0.233","0.747","0.51",0,"-4.124","125.951","Heroes (we could be)"
"R3hab",1646,"0.106","0.662","0.786","0.516","1.77E-06","-5.514","130.069","Everything"
"Major Lazer",1647,"0.0625","0.565","0.809","0.723","0.00123","-3.081","98.007","Lean On (feat. MØ & DJ Snake)"
"SOVI",1648,"0.045","0.478","0.928","0.568","0.0211","-3.556","122.997","Starlight - Radio Mix"
"Dirty South",1649,"0.0359","0.357","0.815","0.476","0.00593","-5.073","127.964","City Of Dreams - Radio Edit"
"Tim Mason",1650,"0.0411","0.102","0.642","0.605","0.598","-7.002","125.967","Chords Of Life - Original Mix"
"Tritonal",1651,"0.0611","0.0501","0.884","0.605","0.000162","-3.094","125.989","Blackout - Madison Mars Radio Mix"
"Friction",1652,"0.0646","0.139","0.849","0.408","3.04E-05","-5.284","174.029","Freak"
"Daydreamer",1653,"0.0272","0.319","0.534","0.598","0.124","-5.666","115.005","Skyscrapers"
"Tiësto",1654,"0.0794","0.353","0.955","0.529","4.55E-05","-2.59","125.988","Chemicals - Radio Edit"
"Hardwell",1655,"0.0666","0.304","0.838","0.475",0,"-2.948","127.921","Run Wild - Alternative Edit Mix Cut"
"Pegboard Nerds",1656,"0.0515","0.363","0.977","0.668","0.17","-2.673","128.06","Blackout"
"Afrojack",1657,"0.0868","0.137","0.841","0.69","0.79","-5.592","130.052","Rock The House - Radio Edit"
"CID",1658,"0.0335","0.0509","0.923","0.624","0.000228","-5.449","124.994","Sweet Memories"
"Pierce Fulton",1659,"0.032","0.304","0.737","0.719","0.00285","-5.219","127.991","Borrowed Lives (feat. NVDES)"
"Gareth Emery",1660,"0.0411","0.147","0.893","0.631","0.00632","-5.123","130.015","Concrete Angel (Radio Edit) (feat. Christina Novelli)"
"Mark Knight",1661,"0.0364","0.371","0.933","0.54","0.954","-6.784","123.988","Yebisah"
"Suyano",1662,"0.0477","0.0733","0.772","0.546",0,"-5.311","127.942","Otherside"
"Cosmic Gate",1663,"0.0765","0.415","0.878","0.608","4.83E-06","-3.631","128.069","Falling Back - Radio Edit"
"Owl City",1664,"0.0417","0.133","0.649","0.591",0,"-6.72","90.002","Fireflies"
"Owl City",1665,"0.157","0.605","0.882","0.559","1.71E-05","-4.281","126.064","Good Time"
"Owl City",1666,"0.0818","0.0512","0.838","0.631",0,"-6.817","127.938","When Can I See You Again?"
"Owl City",1667,"0.0334","0.113","0.747","0.55","1.44E-06","-6.897","128.014","Verge"
"Owl City",1668,"0.0265","0.113","0.526","0.581","0.000369","-7.584","166.151","Vanilla Twilight"
"Usher",1669,"0.0539","0.0945","0.639","0.761",0,"-7.577","164.088","You Make Me Wanna..."
"Total",1670,"0.0541","0.309","0.721","0.715","1.75E-06","-5.622","86.26","Can't You See"
"Robin Thicke",1671,"0.138","0.104","0.348","0.67",0,"-12.229","113.306","Lost Without U"
"Eminem",1672,"0.217","0.0798","0.853","0.572",0,"-3.203","171.297","'Till I Collapse"
"Lil Dicky",1673,"0.23","0.224","0.697","0.858",0,"-5.361","98.012","$ave Dat Money (feat. Fetty Wap & Rich Homie Quan)"
"G-Eazy",1674,"0.325","0.116","0.624","0.537","2.20E-06","-8.794","102.315","Calm Down"
"Fort Minor",1675,"0.0911","0.0795","0.835","0.688","2.87E-06","-4.162","84.858","Remember The Name (feat. Styles Of Beyond)"
"Bassnectar",1676,"0.105","0.707","0.909","0.578","0.00128","-3.672","87.983","Mind Tricks"
"Papa Roach",1677,"0.0701","0.311","0.918","0.507","8.70E-06","-4.684","92.006","Help"
"Bring Me The Horizon",1678,"0.0381","0.125","0.661","0.54",0,"-5.534","90.012","Follow You"
"AFI",1679,"0.0446","0.396","0.791","0.231","0.00055","-4.297","87.337","Snow Cats"
"A Day To Remember",1680,"0.108","0.1","0.992","0.409","2.03E-06","-2.803","149.859","Paranoia"
"Beartooth",1681,"0.183","0.454","0.99","0.458","0.000893","-3.717","166.904","Hated"
"Baroness",1682,"0.0856","0.124","0.912","0.396","0.631","-4.026","125.923","Shock Me"
"Volbeat",1683,"0.0378","0.0333","0.917","0.55","0.214","-4.575","109.552","The Devil's Bleeding Crown"
"Four Year Strong",1684,"0.119","0.351","0.985","0.505","1.02E-05","-4.401","119.993","Go Down in History"
"Neck Deep",1685,"0.0881","0.0972","0.915","0.351","0.0725","-4.53","184.815","Serpents"
"Thrice",1686,"0.086","0.0758","0.892","0.442","7.92E-06","-6.431","151.914","Black Honey"
"System Of A Down",1687,"0.121","0.122","0.929","0.42","0.000747","-3.899","127.204","Chop Suey!"
"Young the Giant",1688,"0.0404","0.247","0.886","0.623",0,"-3.044","92.021","Something To Believe In"
"Puddle Of Mudd",1689,"0.0302","0.741","0.757","0.585",0,"-5.424","109.781","She Hates Me"
"Panic! At The Disco",1690,"0.0832","0.175","0.895","0.559",0,"-4.476","183.825","Don't Threaten Me With A Good Time"
"Kings of Leon",1691,"0.054","0.136","0.905","0.542","0.0104","-5.653","153.398","Sex on Fire"
"Maroon 5",1692,"0.104","0.0428","0.714","0.7",0,"-6.295","99.909","Cold"
"Kygo",1693,"0.0706","0.0864","0.533","0.64",0,"-6.596","99.968","It Ain't Me (with Selena Gomez)"
"Sam Tsui feat. Kina Grannis",1694,"0.0289","0.101","0.505","0.393",0,"-7.048","163.938","Bring Me the Night"
"David Archuleta",1695,"0.035","0.0612","0.677","0.599","8.04E-06","-4.722","81.021","Crush"
"Victorious Cast",1696,"0.0536","0.146","0.866","0.591",0,"-2.877","86.981","Song 2 You"
"Victorious Cast feat. Victoria Justice and Ariana Grande",1697,"0.124","0.0806","0.91","0.616",0,"-3.316","150.038","L.A. Boyz"
"Victorious Cast",1698,"0.166","0.18","0.814","0.593",0,"-4.802","146.919","Faster than Boyz"
"Victorious Cast",1699,"0.036","0.305","0.86","0.581",0,"-3.459","122.941","Bad Boys"
"JoJo",1700,"0.0608","0.104","0.781","0.428","1.47E-05","-5.032","82.353","Too Little. Too Late"
"Kina Grannis",1701,"0.0278","0.0797","0.255","0.66",0,"-9.79","103.087","Fast Car (feat. Kina Grannis)"
"Kina Grannis",1702,"0.0349","0.0921","0.396","0.672",0,"-9.489","130.015","In Your Arms"
"Kina Grannis",1703,"0.0439","0.105","0.351","0.862",0,"-11.793","124.964","Valentine"
"Kina Grannis",1704,"0.07","0.353","0.439","0.696",0,"-9.438","135.925","The One You Say Goodnight To"
"Kina Grannis",1705,"0.0333","0.0812","0.591","0.631",0,"-7.669","137.917","Gone"
"Kina Grannis",1706,"0.0283","0.386","0.507","0.637",0,"-9.59","105.932","Strong Enough"
"Kina Grannis",1707,"0.0361","0.129","0.522","0.546",0,"-7.113","117.299","Without Me"
"Sammy Adams",1708,"0.0959","0.286","0.872","0.593",0,"-4.525","91.964","L.A. Story"
"Anna Margaret",1709,"0.047","0.133","0.795","0.688",0,"-6.161","125.044","Something About the Sunshine"
"Big Time Rush",1710,"0.11","0.175","0.896","0.586",0,"-4.572","94.954","Like Nobody's Around"
"Big Time Rush",1711,"0.087","0.109","0.883","0.403",0,"-3.385","202.013","Amazing"
"Big Time Rush",1712,"0.111","0.177","0.857","0.614",0,"-4.171","164.146","Boyfriend"
"Big Time Rush",1713,"0.0468","0.17","0.771","0.531",0,"-6.162","159.973","Worldwide"
"Big Time Rush",1714,"0.0514","0.28","0.888","0.599",0,"-2.931","121.05","Big Time Rush"
"MIKA",1715,"0.0429","0.0796","0.842","0.644",0,"-4.787","99.05","Popular Song"
"How To Rock Cast",1716,"0.0787","0.0822","0.852","0.543",0,"-3.737","129.023","All About Tonight - featuring Cymphonique Miller"
"Big Time Rush",1717,"0.035","0.156","0.705","0.638",0,"-4.47","91.961","Count On You"
"Big Time Rush",1718,"0.0997","0.0709","0.802","0.437",0,"-5.709","121.387","I Know You Know"
"Blaque",1719,"0.0325","0.0556","0.579","0.695",0,"-5.066","88.957","Bring It All to Me"
"Next",1720,"0.0534","0.263","0.398","0.85",0,"-9.816","99.717","Too Close"
"SWV",1721,"0.0498","0.0533","0.552","0.841","0.00154","-10.345","99.018","I'm So Into You"
"En Vogue",1722,"0.0477","0.3","0.688","0.618","6.32E-06","-5.867","78.311","Don't Let Go (Love)"
"Soul For Real",1723,"0.0585","0.0999","0.681","0.583","6.03E-05","-8.152","188.256","Candy Rain"
"Next",1724,"0.108","0.0812","0.652","0.829",0,"-8.693","99.581","Wifey"
"Boyz II Men",1725,"0.0328","0.118","0.53","0.635",0,"-8.1","116.631","On Bended Knee"
"Montell Jordan",1726,"0.0821","0.0729","0.522","0.809","1.97E-05","-8.747","99.001","Get It On Tonite"
"Boyz II Men",1727,"0.0237","0.0676","0.421","0.642",0,"-9.32","74.849","End Of The Road"
"Boyz II Men",1728,"0.0234","0.0884","0.487","0.563",0,"-7.775","142.53","I'll Make Love To You"
"Boyz II Men",1729,"0.0272","0.156","0.375","0.578",0,"-12.951","89.605","Water Runs Dry"
"Boyz II Men",1730,"0.0338","0.125","0.447","0.571",0,"-8.757","75.019","A Song For Mama"
"Janet Jackson",1731,"0.102","0.104","0.591","0.873","0.0071","-8.942","123.091","Together Again"
"Janet Jackson",1732,"0.041","0.156","0.914","0.729","0.000672","-4.043","127.907","Someone To Call My Lover"
"Janet Jackson",1733,"0.0513","0.181","0.944","0.815","0.00038","-6.698","115.219","Escapade"
"*NSYNC",1734,"0.0641","0.0564","0.87","0.571","6.60E-06","-3.877","172.716","Bye Bye Bye"
"*NSYNC",1735,"0.0313","0.122","0.563","0.55",0,"-7.019","166.004","This I Promise You - Radio Edit"
"*NSYNC",1736,"0.0798","0.0485","0.87","0.647",0,"-4.702","165.103","It's Gonna Be Me"
"*NSYNC",1737,"0.0436","0.101","0.535","0.468",0,"-8.264","168.001","God Must Have Spent a Little More Time on You - Remix"
"*NSYNC",1738,"0.0403","0.401","0.946","0.754","0.000391","-2.149","112.042","I Want You Back - Radio Edit"
"*NSYNC",1739,"0.118","0.212","0.866","0.841",0,"-6.342","119.941","Pop - Radio Version"
"*NSYNC",1740,"0.0321","0.323","0.872","0.685",0,"-6.939","110.046","Tearin' up My Heart - Radio Edit"
"Backstreet Boys",1741,"0.0281","0.111","0.801","0.773",0,"-5.562","98.205","As Long as You Love Me"
"Backstreet Boys",1742,"0.0336","0.168","0.862","0.798","1.65E-06","-4.95","100.031","Quit Playing Games (With My Heart)"
"Backstreet Boys",1743,"0.0283","0.155","0.578","0.527",0,"-6.012","162.11","I'll Never Break Your Heart"
"Backstreet Boys",1744,"0.028","0.0657","0.561","0.729",0,"-7.162","95.981","All I Have to Give"
"Backstreet Boys",1745,"0.0752","0.287","0.856","0.697",0,"-4.439","104.202","The Call"
"Backstreet Boys",1746,"0.0274","0.131","0.687","0.683",0,"-5.833","99.035","I Want It That Way"
"Backstreet Boys",1747,"0.0255","0.0767","0.624","0.634",0,"-5.095","167.992","Show Me the Meaning of Being Lonely"
"Backstreet Boys",1748,"0.03","0.154","0.77","0.571",0,"-5.46","96.09","Shape of My Heart"
"Diddy",1749,"0.0646","0.589","0.479","0.862","0.00126","-9.199","109.878","I'll Be Missing You (feat. 112)"
"Diddy",1750,"0.208","0.211","0.707","0.66",0,"-5.758","89.279","I Need A Girl (Part One) (feat. Usher & Loon)"
"Jagged Edge",1751,"0.226","0.0847","0.661","0.596",0,"-6.239","129.491","Where the Party At"
"Joe",1752,"0.0368","0.431","0.487","0.725","1.09E-05","-5.959","136.086","I Wanna Know"
"Ne-Yo",1753,"0.223","0.0919","0.645","0.651",0,"-6.741","96.394","Stay"
"Ne-Yo",1754,"0.262","0.202","0.592","0.699",0,"-8.298","94.933","So Sick"
"Ne-Yo",1755,"0.235","0.107","0.564","0.654",0,"-7.186","86.948","When You're Mad"
"Ne-Yo",1756,"0.0433","0.0596","0.503","0.622","0.000473","-6.417","93.984","Sexy Love"
"K-Ci & JoJo",1757,"0.0309","0.0565","0.528","0.634","2.26E-06","-8.834",128,"All My Life"
"Blackstreet",1758,"0.144","0.373","0.711","0.779","2.40E-05","-4.054","96.472","Take Me There - Remix"
"Hanson",1759,"0.0458","0.283","0.952","0.686","0.00333","-5.169","104.889","MMMBop"
"Mýa",1760,"0.0445","0.0716","0.69","0.78","8.19E-05","-4.958","98.002","Case Of The Ex (Whatcha Gonna Do)"
"Mýa",1761,"0.103","0.286","0.677","0.833","3.92E-06","-6.413","132.876","My Love Is Like...Wo - Main Mix/Album Version"
"Monica",1762,"0.0239","0.223","0.562","0.592","3.23E-05","-6.869","90.16","Angel of Mine - Radio Mix"
"Monica",1763,"0.0313","0.134","0.473","0.652",0,"-7.981","123.208","For You I Will"
"Wyclef Jean",1764,"0.221","0.0827","0.579","0.621",0,"-8.574","82.897","Two Wrongs"
"Wyclef Jean",1765,"0.11","0.314","0.784","0.685",0,"-4.971","90.89","Take Me As I Am"
"Wyclef Jean",1766,"0.0553","0.341","0.744","0.733",0,"-3.51","92.515","Sweetest Girl (Dollar Bill)"
"Usher",1767,"0.0311","0.054","0.457","0.701",0,"-8.562","127.925","Slow Jam"
"Alanis Morissette",1768,"0.0508","0.159","0.582","0.408",0,"-8.305","114.926","Ironic - 2015 Remastered"
"Usher",1769,"0.03","0.0733","0.5","0.816","1.53E-06","-4.551","124.037","U Got It Bad"
"Usher",1770,"0.118","0.0465","0.507","0.662",0,"-8.238","86.412","My Boo"
"Craig David",1771,"0.0246","0.0524","0.54","0.635",0,"-8.122","99.99","Don't Love You No More (I'm Sorry)"
"Mario",1772,"0.0916","0.0979","0.593","0.622",0,"-8.352","94.364","Let Me Love You"
"Mario",1773,"0.187","0.236","0.677","0.538",0,"-6.099","132.346","Just a Friend 2002 - Radio Edit"
"Destiny's Child",1774,"0.102","0.149","0.678","0.713",0,"-3.525","138.009","Say My Name"
